ra,dec,TIC,2mass_id,KIC,Reinhold,McQuillan,Claytor ,Oelkers,Newton 2016,Newton 2018,Bouma,Walkowicz
283.9774949,44.8115613,164652841,18555459+4448416,8672910,,,,,,,17.23,17.43
290.2884494,43.7552623,159379942,19210923+4345191,7955580,,,,,,,19.93,17.43
289.4179128,39.9450757,122063843,19174027+3956420,4827723,,,,,,,21.96,17.43
292.0683108,38.8422004,137402055,19281639+3850321,3749365,,,,,,,18.09,17.43
289.042243,42.8824991,158927791,19161013+4252569,7273277,,,,,,,33.73,17.4
288.5308924,40.942373,121660708,19140739+4056322,5695396,,,,,,,17.73,17.21
297.292558,49.9817499,28159518,19491018+4958538,11774991,,,,,,,16.53,17.03
295.1817093,49.9458172,27396869,19404359+4956448,11769890,,,,,,,21.51,17.03
296.9964872,49.2563228,27990682,19475917+4915231,11414465,,,,,,,17.96,17.03
296.5600307,46.8574644,272596372,19461441+4651269,9963265,,,,,,,17.45,17.03
284.9410627,46.5664505,164833065,18594583+4633595,9757613,,,,,,,,17.03
296.0422962,45.98514,272083644,19441016+4559065,9415108,,,,,,,17.59,17.03
297.0210984,41.3771655,168811794,19480506+4122378,6061773,,,,,,,16.19,17.03
296.7244553,49.5326846,27913639,19465387+4931577,11569782,,,,,,,16.08,16.66
293.351701,48.4445922,26817284,19332441+4826407,10978763,,,,,,,16.64,16.66
295.0217193,46.6192011,271424795,19400520+4637091,9838949,,,,,,,28.98,16.66
299.8966237,46.0519022,269271535,19593516+4603071,9489524,,,,,,,15.97,16.66
298.5948803,41.4359643,171090560,19542275+4126094,6149910,,,,,,,36.68,16.66
285.5739904,38.4008192,120571842,19021775+3824032,3323887,,,,,,,17.23,16.55
284.998698,50.1466922,48503881,18595966+5008484,11852982,,,,,,,16.19,16.29
284.9996582,49.4799506,48504464,18595990+4928479,11495458,,,,,,,15.42,16.29
294.9513923,48.6511709,27391836,19394834+4839042,11090765,,,,,,,,16.29
291.3978451,45.588553,159723041,19253548+4535188,9153570,,,,,,,16.39,16.29
293.0579794,45.2487472,275490723,19321391+4514557,8956206,,,,,,,16.64,16.29
289.2687388,42.6041819,158992508,19170449+4236150,7109675,,,,,,,27.04,16.29
281.5941261,42.5963949,123316380,18462259+4235470,7008211,,,,,,,27.04,16.29
297.0737928,41.2244613,169083837,19481770+4113281,5980208,,,,,,,15.75,16.29
285.2836483,38.9472625,399794329,19010807+3856502,3832474,,,,,,,15.86,16.29
289.1471849,45.86613,158987296,19163533+4551582,9336200,,,,,,,15.73,15.95
286.5656932,41.8084168,120899945,19061576+4148302,6428700,,,,,,,15.81,15.95
289.3834807,41.3926651,122066280,19173204+4123337,6034945,,,,,,,16.99,15.95
292.8729292,41.0641727,137899948,19312949+4103513,5794240,,,,,,,15.64,15.95
284.3942844,46.2491109,164721759,18573463+4614566,9573539,,,,,,,15.4,15.94
294.989137,46.8383058,271355361,19395739+4650179,9958962,,,,,,,15,15.62
286.5854116,46.8708877,158272820,19062049+4652153,9941066,,,,,,,31.49,15.62
293.1444017,46.6662155,275488493,19323466+4639584,9834040,,,,,,,,15.62
301.7207775,44.4120856,185408817,20065298+4424434,8463346,,,,,,,16,15.62
282.0354942,43.6312491,351803452,18480851+4337525,7870032,,,,,,,15.64,15.62
291.7484295,39.4467817,137337090,19265960+3926487,4365645,,,,,,,31.28,15.62
292.5308289,49.0616555,424867045,19300739+4903421,11298298,,,,,,,13.5,15.3
288.5839761,44.7337701,158789380,19142016+4444016,8616637,,,,,,,28.78,15.3
295.0949565,43.537565,271431851,19402279+4332153,7832356,,,,,,,14.77,15.3
297.070398,42.9777396,272944301,19481688+4258398,7382313,,,,,,,15.21,15.3
292.6149958,42.7643438,63368895,19302763+4245513,7202957,,,,0.516622,,,14.27,15.3
292.5140647,42.6517554,63282889,19300335+4239063,7120108,,,,,,,30,15.3
291.922557,42.002522,63121790,19274141+4200092,6606438,,,,,,,15.3,15.3
297.0698263,40.5252039,169081296,19481670+4031304,5383248,,,,,,,14.9,15.3
288.7549882,39.563696,121734474,19150118+3933491,4454752,,,,,,,14.79,15.3
285.6173937,39.3794684,120573482,19022818+3922463,4243911,,,,,,,30.63,15.3
294.3508497,50.0809627,27082724,19372421+5004519,11818872,,,,,,,29.59,14.99
298.6609094,48.6063022,264507945,19543861+4836229,11100383,,,,,,,15,14.99
284.4766869,46.2526781,164724987,18575437+4615092,9573685,,,,,,,29.79,14.99
290.4341483,44.1077802,159382189,19214416+4406275,8229458,,,,,,,14.79,14.99
297.3539994,41.3000452,169462917,19492496+4118001,6063220,,,,,,,28.98,14.99
292.2367608,41.085871,137556626,19285682+4105091,5792202,,,,,,,14.69,14.99
291.4186349,39.1273664,137152419,19254047+3907387,4056616,,,,,,,14.69,14.99
289.8354219,49.825607,267671250,19192050+4949322,11709244,,,,,,,14.09,14.7
287.5357911,48.727783,399953616,19100858+4843400,11129258,,,,,,,14.37,14.7
292.2399069,48.5115214,424864367,19285758+4830416,11030475,,,,,,,14.69,14.7
296.4985951,46.5772484,272496083,19455966+4634380,9782691,,,,,,,12.88,14.7
284.9030677,43.9540616,164830167,18593672+4357142,8081899,,,,,,,15.43,14.7
291.3905325,42.1804735,159716174,19253372+4210501,6690082,,,,,,,,14.7
298.2581101,47.6050031,273873718,19530194+4736178,10489206,,,,,,,14.39,14.42
294.7094688,45.9695533,271255413,19385025+4558102,9411412,,,,,,,14.1,14.42
290.2481023,44.4352935,159304741,19205953+4426068,8426567,,,,,,,12.97,14.42
296.5662171,44.1058077,272489533,19461589+4406211,8247638,,,,,,,26.12,14.42
299.7854426,43.6707235,269262974,19590851+4340147,7918992,,,,,,,14.57,14.42
295.2048999,42.5596699,271537790,19404917+4233348,7045496,,,,,,,14.39,14.42
287.090019,41.3737576,121112251,19082159+4122259,6029239,,,,,,,16.97,14.42
300.4174607,45.6054854,239309962,20014019+4536198,9244756,,,,,,,12.6,14.15
288.2437481,41.1100655,121599740,19125850+4106362,5865654,,,,,,,28.98,14.15
290.927245,39.9141166,122706051,19234254+3954509,4832837,,,,,,,28.19,14.15
290.5102933,38.743501,122450207,19220244+3844367,3642335,,,,,,,14.19,14.15
299.0512562,47.9492677,268383727,19561230+4756574,10686864,,,,,,,12.97,13.88
284.0974305,47.8104856,164658882,18562343+4748382,10583761,,,,,,,27.61,13.88
294.596557,46.0483705,271164726,19382317+4602538,9472074,,,,,,,28.19,13.88
285.207421,45.384333,164882482,19004979+4523036,9006186,,,,,,,26.12,13.88
291.9600082,44.9000587,63074796,19275040+4454000,8753896,,,,,,,27.04,13.88
285.1683291,44.0264898,164884002,19004040+4401352,8150320,,,,,,,13.61,13.88
285.4391183,43.1685051,352007758,19014539+4310065,7509886,,,,,,,13.71,13.88
299.2131881,41.4248195,171884427,19565115+4125293,6152974,,,,,,,26.85,13.88
297.4521311,41.5580816,169463893,19494851+4133292,6226290,,,,,,,13.43,13.63
290.3286455,37.7231188,122374509,19211888+3743232,2438513,,,,,,,13.13,13.63
294.7890593,46.9839352,271253308,19390939+4659023,10019065,,,,,,,27.99,13.48
296.1328135,48.9773095,27769688,19443187+4858386,11253827,,,,,,,13.06,13.39
283.0228527,47.2611431,164455792,18520546+4715400,10189546,,,,,,,26.48,13.39
297.919724,45.2742038,273582656,19514073+4516269,8973129,,,,,,,24.7,13.39
293.6369437,42.8248275,270611154,19343286+4249298,7287995,,,,,,,,13.39
297.7950939,40.4176403,169930145,19511083+4025037,5299459,,,,,,,25.23,13.39
287.9455985,39.2305281,121458495,19114694+3913500,4144576,,,,,,,26.48,13.39
295.2288521,45.9710432,271546191,19405491+4558156,9412760,,,,,,,12.97,13.15
290.0438524,44.3705375,159221689,19201053+4422141,8360640,,,,,,,13.31,13.15
288.8119782,39.7706431,121786630,19151486+3946143,4644952,,,,,,,13.22,13.15
292.5916297,38.3995629,137687119,19302199+3823587,3239671,,,,,,,,13.15
295.34273,46.6022134,271661839,19412225+4636081,9839821,,,,,,,13.15,12.93
294.0684116,46.5791357,270854411,19361643+4634455,9775938,,,,,,,26.3,12.93
295.3131906,46.2375024,271546798,19411515+4614149,9597058,,,,,,,12.7,12.93
289.9308779,40.0977109,122139228,19194340+4005519,4917596,,,,,,,12.88,12.93
290.4650801,47.9291252,407002705,19215163+4755450,10662202,,,,,,,12.44,12.71
295.251187,45.8429537,271545939,19410027+4550346,9351316,,,,,,,12.53,12.71
286.8919996,38.3185034,121021644,19073408+3819067,3219995,,,,,,,12.6,12.71
298.3952437,47.8149865,273874849,19533486+4748540,10619192,,,,,,,12.02,12.5
296.9867284,47.4773531,272842291,19475681+4728386,10353968,,,,,,,26.3,12.5
282.0333419,44.4779955,351804260,18480798+4428408,8410415,,,,,,,,12.5
291.1849503,40.3112023,137090755,19244439+4018403,5184911,,,,,,,12.53,12.5
285.2408288,46.6682411,164892194,19005780+4640057,9818381,,,,,,,12.95,12.38
298.2689217,48.9167391,28448711,19530455+4855002,11259686,,,,,,,11.81,12.37
295.9091695,51.3478777,27687265,19433820+5120525,12469800,,,,,,,,12.29
286.7380152,49.9757383,399825554,19065712+4958327,11754553,,,,,,,11.85,12.29
293.0613138,43.5813577,275493574,19321473+4334528,7825899,,,,,,,24.54,12.29
292.5034196,43.0832188,63283780,19300081+4304593,7447200,,,,,,,12.1,12.29
291.3647333,37.609239,137148674,19252754+3736330,2302548,,,,,,,12.18,12.29
290.4867838,44.932541,159440697,19215682+4455574,8750043,,,,,,,11.77,12.09
280.926162,44.0878036,123202646,18434227+4405165,8142942,,,,,,,25.4,11.91
296.3410342,47.1709335,272282253,19452184+4710150,10153855,,,,,,,11.77,11.9
287.9060885,46.9377479,158625100,19113746+4656159,10002866,,,,,,,10.9,11.9
284.7478834,46.3735415,164784178,18585950+4622250,9635606,,,,,,,10.91,11.9
299.1224639,41.8667953,171510762,19562938+4152003,6471021,,,,,,,11.77,11.9
297.503718,41.0570326,169556162,19500088+4103252,5812960,,,,,,,12.27,11.9
297.8082232,47.9466342,273681023,19511398+4756480,10682541,,,,,,,22.11,11.72
285.6671724,48.7195865,377782148,19024010+4843104,11126381,,,,,,,11.2,11.54
300.2420869,44.1412854,239291510,20005812+4408290,8261920,,,,,,,11.45,11.54
282.2325197,43.6655662,123416515,18485580+4339562,7870390,,,,,,,,11.54
287.5296372,38.8945065,121275496,19100711+3853402,3734418,,,,,,,11.21,11.54
287.3821348,49.4524247,399951202,19093170+4927086,11499228,,,,,,,10.9,11.36
295.6514492,49.2612954,27642556,19423635+4915406,11410904,,,,,,,11.06,11.36
296.6014013,44.3252289,272490211,19462433+4419309,8379705,,,,,,,10.89,11.36
299.2502851,43.4103663,268603980,19570007+4324375,7779077,,,,,,,11.06,11.36
293.0940391,42.8964457,275494853,19322256+4253471,7286173,,,,,,,9.55,11.36
292.105272,42.3803077,63122858,19282524+4222491,6863998,,,,,,,,11.36
287.5011404,47.4691157,158489841,19100028+4728093,10329835,,,,,,,21.96,11.19
301.3428675,44.672175,185185751,20052229+4440199,8591173,,,,,,,11.13,11.19
287.6057027,49.5233937,399954349,19102533+4931237,11551692,,,,10.4998,,,10.32,11.03
287.0091176,46.7961229,158324326,19080218+4647459,9881077,,,,,,,22.39,11.03
295.8594318,47.9396001,27645404,19432625+4756222,10676014,,,,,,,10.68,10.87
295.579329,44.5459052,271769940,19421904+4432454,8505670,,,,,,,,10.87
281.0491988,43.3225996,123230993,18441179+4319213,7659389,,,,,,,10.61,10.87
285.6025889,50.1120401,350814607,19022460+5006433,11853878,,,,,,,10.46,10.71
292.6141076,44.3946644,63365721,19302738+4423407,8367644,,,,,,,21,10.71
293.5663715,42.1325825,270609465,19341591+4207572,6697605,,,,,,,11.29,10.71
291.6832878,37.7514726,137316027,19264400+3745057,2444412,,,,,,,21.96,10.71
284.342725,46.3165907,164721823,18572225+4618595,9634821,,,,,,,10.8,10.56
297.3159994,46.0232642,273132699,19491583+4601237,9480189,,,,,,,20.78,10.56
290.2796734,41.5150499,122443195,19210712+4130541,6200235,,,,,,,10.75,10.56
291.6044965,41.3093275,137212833,19262507+4118336,6041734,,,,,,,10.66,10.56
288.9022829,49.3704079,299087490,19153653+4922137,11449844,,,,,,,,10.42
288.4335977,40.3808519,121603556,19134406+4022511,5175986,,,,,,,10.46,10.42
288.3701976,43.3546109,158725491,19132885+4321165,7673192,,,,,,,9.1,10.27
293.6704404,41.4102105,138296836,19344091+4124368,6129524,,,,,,,,10.27
297.0702037,40.868734,169082553,19481684+4052076,5640085,,,,,,,10.5,10.27
290.2376224,41.3313637,122298677,19205703+4119529,6037581,,,,,,,10.02,10.13
287.8570173,40.5471909,121333541,19112568+4032498,5350244,,,,,,,8.43,10.13
291.2544229,36.7434302,137099260,19250107+3644370,1026957,,,,,,,20.61,10.13
293.9886751,46.7179996,270790094,19355728+4643048,9896018,,,,,,,,9.77
294.3255898,46.0022646,270956861,19371813+4600081,9471268,,,,,,,9.56,9.77
291.6389972,42.4363482,63004906,19263335+4226107,6948054,,,,,,,19.56,9.77
296.2300306,50.2752091,27776660,19445520+5016308,11923284,,,,,,,9.55,9.35
283.1137663,48.1312774,48217265,18522730+4807530,10779233,,,,,,,18.6,9.35
296.6547477,46.8352242,272601375,19463714+4650069,9963524,,,,,,,9.3,9.35
296.7529742,45.0411049,272605867,19470071+4502279,8832512,,,,,,,9.42,9.35
286.2847077,44.7815817,158213532,19050833+4446535,8612275,,,,,,,10.1,9.35
291.7114906,42.3415097,63005080,19265075+4220294,6862721,,,,,,,9.17,9.35
289.6252192,40.7087351,122069243,19183005+4042314,5526527,,,,,,,9.23,9.35
281.8353366,44.1558825,123410927,18472048+4409213,8212002,,,,,,,8.59,8.96
294.7433755,43.4611633,271261159,19385839+4327403,7761918,,,,,,,8.19,8.96
297.4653351,42.8828517,273234825,19495168+4252582,7303287,,,,,,,8.6,8.96
282.8598614,42.6658336,164411478,18512638+4239567,7094486,,,,,,,17.96,8.96
291.8343455,39.3073462,351063265,19272023+3918264,4263293,,,,,,,,8.96
294.7420605,43.5367842,271260980,19385809+4332126,7831264,,,,,,,8.83,8.6
287.6208165,43.1416239,158551888,19102900+4308300,7515212,,,,,,,20.5,8.28
289.6867653,41.5889178,394172692,19184480+4135201,6198182,,,,,,,16.39,8.28
286.2471739,50.2423694,405717552,19045932+5014326,11905011,,,,,,,8.26,8.27
296.4797624,49.9376486,27846348,19455514+4956156,11773022,,,,,,,8.14,8.27
298.5153169,41.8912305,274118253,19540368+4153283,6468138,,,,,,,,8.27
290.1019809,48.251146,267749737,19202447+4815040,10857519,,,,,,,,7.97
285.485045,48.0543774,350812580,19015641+4803155,10717241,,,,,,,15.74,7.97
292.4642406,45.9682799,63288848,19295142+4558058,9405595,,,,,,,16.51,7.97
284.0611224,45.5068127,164654277,18561467+4530246,9139084,,,,,,,7.6,7.97
285.1042243,45.0080745,164882868,19002497+4500294,8804397,,,,,,,,7.97
281.8983042,42.1657112,123408693,18473560+4209568,6665512,,,,,,,15.86,7.97
299.1868586,41.742699,171968443,19564484+4144336,6392727,,,,,,,,7.97
289.3644209,41.5332589,121944984,19172745+4131596,6197215,,,,,,,23.32,7.97
290.6731326,38.6910045,122519154,19224155+3841276,3541946,,,,,,,15.75,7.97
293.6764689,44.6155972,270615037,19344235+4436560,8564674,,,,,,,7.71,7.69
286.1705469,43.0089,158169713,19044093+4300320,7428736,,,,,,,15.32,7.69
290.0305195,42.1660555,159217436,19200732+4209577,6685609,,,,,,,16.07,7.69
288.4714969,40.2698157,121603761,19135314+4016112,5088591,,,,,,,7.5,7.69
295.586598,45.3649371,271772050,19422078+4521539,9032900,,,,,,,,7.42
298.4828337,46.7936357,274198407,19535587+4647370,9909735,,,,,,,7.09,7.18
289.2489051,47.6501141,158984916,19165973+4739003,10464050,,,,,,,13.9,6.95
290.0847389,51.2086144,267745858,19202034+5112309,12405333,,,,,,,13.43,6.73
281.1117588,42.4549698,123231917,18442682+4227176,6921944,,,,,,,13.33,6.73
285.2685283,48.5598835,48506505,19010446+4833360,11017901,,,,,,,6.4,6.53
298.3957687,42.4597712,274030824,19533498+4227351,6975129,,,,,,,5.64,6.16
292.388582,42.2332767,63213622,19293325+4213597,6779260,,,,,,,6.13,6.16
289.5530051,41.2978532,122068161,19181271+4117522,5953297,,,,,,,12.27,6.16
292.9712801,41.0357494,137899873,19315309+4102087,5794570,,,,,,,6.13,5.99
291.3499783,45.1722521,159722311,19252399+4510201,8884274,,,,,,,11.59,5.83
295.828679,43.4254371,271967039,19431888+4325317,7765528,,,,,,,5.52,5.67
289.2262876,49.5482814,299158887,19165428+4932535,11554435,,,,,,,5.49,5.39
290.8490899,48.4159782,417659212,19232377+4824576,10973664,,,,,,,10.59,5.39
291.5060432,46.8956262,159759306,19260149+4653448,9950612,,,,,,,30.79,5.3
283.936781,49.1102748,48419201,18554483+4906371,11336883,,,,,,,5.48,5.13
290.1563633,48.818971,267748934,19203752+4849083,11187436,,,,,,,4.52,4.59
293.8345542,42.624948,270705735,19352029+4237298,7124613,,,,,,,4.73,4.59
296.9603348,46.0342954,272836943,19475046+4602034,9478990,,,,,,,4.4,4.4
294.4685197,49.3309789,27186509,19375245+4919516,11460462,,,,,,,4.23,4.15
291.2756631,47.3295107,159725995,19250615+4719461,10272640,,,,,,,4.01,4.15
298.866621,46.5022325,268379849,19552797+4630080,9790806,,,,,,,7,3.6
297.0154644,49.2252988,27990610,19480371+4913310,11414511,,,,,,,24.03,2.83
290.3814122,43.2930645,159376971,19213157+4317347,7603200,,,,,,,19.12,0.77
292.2490563,46.1647909,63206513,19285977+4609535,9527334,,,,,,,8.54,0.6
299.9572335,44.7718851,239236731,19594973+4446187,8651389,,,,,,,7.9,0.6
287.2187273,38.8625366,121123361,19085249+3851450,3733628,,,,,,,20.07,0.25
349.2310814,-18.6066463,9006668,23165553-1836238,,36.62,,,,,,,
356.3751852,-16.114124,2760219,23453002-1606509,,36.29,,,,,,,
334.5041029,54.3190454,343019899,22180090+5419083,,36.1,,,,,,,
336.4643016,15.8566392,51637609,22255144+1551242,,35.75,,,,,,,
347.979723,33.0476125,100909102,23115512+3302519,,34.25,,,,,,,
346.6263919,-5.0434618,278892590,,,34.08,,,,,,,
334.0195539,-10.5673649,38258419,22160474-1034022,,33.39,,,,,,,
347.4928024,18.3961597,436478932,23095825+1823459,,33.07,,,,,,,
334.8828486,42.5603141,199444169,22193198+4233369,,32.21,,,,,,,
357.5806472,-17.0775947,228381868,23501932-1704392,,31.5,,,,,,,
335.5129199,45.4573423,199671901,22220308+4527265,,30.95,,,,,,,
334.3645089,-12.1874776,434094657,22172739-1211150,,30.11,,,,,,,
334.6227504,-9.6120084,38337202,,,30.04,,,,,,,
358.0920465,-53.043156,201177276,23522205-5302354,,29.83,,,,,,,
358.5151344,37.0218242,291685334,23540364+3701185,,29.54,,,,,,,
355.702386,-9.5887124,9030119,23424854-0935188,,29.44,,,,,,,
335.0949721,-9.5097112,38355468,22202278-0930341,,29.08,,,,,,,
336.5761233,-18.011665,69747919,,,28.57,,,,,,,
337.8588454,-13.2644554,12821302,22312613-1315528,,28.15,,,,,,,
350.1417675,-10.0365901,49592509,,,27.93,,,,,,,
353.9169507,-7.6867213,8918021,23354006-0741116,,27.82,,,,,,,
353.5629149,-42.0617794,402026209,23341508-4203411,,27.81,,,,,,,
353.6162694,-1.5799849,398572544,23342787-0134482,,27.48,,,,,,,
342.0316493,-14.4947789,146364192,22480755-1429407,,27.32,,,,,,,
333.7518786,-17.2508002,437704321,22150046-1715025,,27.04,,,,,,,
353.9543517,0.4447043,422618449,,,26.47,,,,,,,
359.7933851,39.3142556,455784423,,,26.45,,,,,,,
335.4506923,-14.5933554,188509935,22214817-1435359,,25.21,,,,,,,
353.4175668,-7.6120272,423610130,23334021-0736428,,25.17,,,,,,,
340.0846204,69.5037313,376637093,22402026+6930134,,24.99,,,,,,,
348.0589516,-44.8764852,139285832,23121409-4452349,,24.83,,,,,,,
359.9008737,-35.0313349,183532609,23593607-3501530,,24.66,,,,,,,
359.1915117,-22.1532316,114749636,23564597-2209113,,24.33,,,,,,,
355.828682,-2.0450945,250111245,23431890-0202424,,24.22,,,,,,,
343.5723794,-43.0102291,121490076,22541736-4300372,,24.06,,,,,,,
337.6178427,-7.972456,250956593,22302822-0758205,,24.06,,,,,,,
335.3081368,-12.5569819,188507501,22211401-1233247,,23.79,,,,,,,
344.8735878,-60.4478194,237320326,22592962-6026519,,23.7,,,,,,,
335.6233145,-7.9563525,39926974,,,23.66,,,,,,,
348.1571282,-22.6741248,204376737,23123773-2240261,,23.44,,,,,,,
353.0331863,-21.8012007,441462736,23320808-2148050,,23.41,,,,,,,
348.9490311,-10.8497391,4610830,23154776-1050590,,22.82,,,,,,,
356.481137,0.4587978,267215820,23455547+0027325,,22.65,,,,,,,
338.4759328,-10.0849917,250979498,22335419-1005057,,22.63,,,,,,,
356.6667136,31.1559115,288246496,23463997+3109213,,22.55,,,,,,,
357.8791976,-39.9071215,183537452,23513108-3954241,,22.45,,,,,,,
357.846434,-70.1528621,238176110,23512286-7009103,,22.33,,,,,,,
357.8021716,-50.8698618,201175570,23511251-5052115,,22.15,,,,,,,
359.3490277,-41.2772202,184240683,23572375-4116377,,22.07,,,,,,,
351.1353785,-5.1641451,301258470,23243247-0509507,,21.8,,,,,,,
351.3210955,-15.6346313,169765334,23251700-1538047,,21.69,,,,,,,
334.7969885,-1.8344301,439842788,22191134-0150031,,21.31,,,,,,,
341.7248656,-9.8816109,402287746,22465386-0952538,,21.19,,,,,,,
349.3843458,1.3001522,262715204,23173222+0118010,,21.02,,,,,,,
352.2675207,67.0348062,427761355,23290422+6702052,,20.84,,,,,,,
358.6390056,-4.7233362,248608315,23543349-0443238,,20.81,,,,,,,
342.6918241,-14.0700007,146799150,22504600-1404116,,20.34,,,,,,,
352.0166759,75.5526069,317597583,23280402+7533100,,20.33,,,,,,,
335.025662,-9.0560881,38354061,22200610-0903219,,20.31,,,,,,,
354.240829,39.6392793,333473672,23365789+3938218,,20.28,,,,,,,
350.0285917,-60.0657292,234994474,,,20.21,,,33.444801,,,,
349.6229547,24.889277,91051152,23182955+2453214,,20.02,,,,,,,
349.0634651,0.3066895,262662119,23161522+0018242,,20,,,,,,,
342.3858995,-10.6754686,36592530,22493256-1040320,,19.98,,,,,,,
